feature,chi2_score,p_value
secure,1.0,0.31731050786291115
secured,1.0,0.31731050786291115
shocker,1.0,0.31731050786291115
shortage,1.0,0.31731050786291115
shore,1.0,0.31731050786291115
shop,1.0,0.31731050786291115
shoo,1.0,0.31731050786291115
shoddy,1.0,0.31731050786291115
shocking,1.0,0.31731050786291115
shit,1.0,0.31731050786291115
securing,1.0,0.31731050786291115
shiny,1.0,0.31731050786291115
shining,1.0,0.31731050786291115
shifts,1.0,0.31731050786291115
shepherd,1.0,0.31731050786291115
shells,1.0,0.31731050786291115
sheen,1.0,0.31731050786291115
shouldnt,1.0,0.31731050786291115
shouting,1.0,0.31731050786291115
showerhead,1.0,0.31731050786291115
showerheads,1.0,0.31731050786291115
showroom,1.0,0.31731050786291115
shriveled,1.0,0.31731050786291115
shunted,1.0,0.31731050786291115
shuttles,1.0,0.31731050786291115
shy,1.0,0.31731050786291115
si,1.0,0.31731050786291115
sickening,1.0,0.31731050786291115
sideays,1.0,0.31731050786291115
sided,1.0,0.31731050786291115
sidewalks,1.0,0.31731050786291115
sigh,1.0,0.31731050786291115
sighted,1.0,0.31731050786291115
sightseer,1.0,0.31731050786291115
shaving,1.0,0.31731050786291115
shards,1.0,0.31731050786291115
shaped,1.0,0.31731050786291115
sets,1.0,0.31731050786291115
sees,1.0,0.31731050786291115
selecting,1.0,0.31731050786291115
selections,1.0,0.31731050786291115
selective,1.0,0.31731050786291115
selling,1.0,0.31731050786291115
sells,1.0,0.31731050786291115
sending,1.0,0.31731050786291115
senile,1.0,0.31731050786291115
senses,1.0,0.31731050786291115
sensitivities,1.0,0.31731050786291115
sep,1.0,0.31731050786291115
separating,1.0,0.31731050786291115
serviceable,1.0,0.31731050786291115
session,1.0,0.31731050786291115
severe,1.0,0.31731050786291115
shampooed,1.0,0.31731050786291115
severly,1.0,0.31731050786291115
sevice,1.0,0.31731050786291115
sex,1.0,0.31731050786291115
sexual,1.0,0.31731050786291115
sf,1.0,0.31731050786291115
sh,1.0,0.31731050786291115
shabbiness,1.0,0.31731050786291115
shaft,1.0,0.31731050786291115
shake,1.0,0.31731050786291115
shaking,1.0,0.31731050786291115
shallow,1.0,0.31731050786291115
shambles,1.0,0.31731050786291115
shamed,1.0,0.31731050786291115
shameful,1.0,0.31731050786291115
lamb,1.0,0.31731050786291115
zoo,1.0,0.31731050786291115
lakeside,1.0,0.31731050786291115
devices,1.0,0.31731050786291115
admited,1.0,0.31731050786291115
dialup,1.0,0.31731050786291115
admonished,1.0,0.31731050786291115
dexter,1.0,0.31731050786291115
devoid,1.0,0.31731050786291115
deville,1.0,0.31731050786291115
device,1.0,0.31731050786291115
dimmer,1.0,0.31731050786291115
lakeshore,1.0,0.31731050786291115
developing,1.0,0.31731050786291115
detroit,1.0,0.31731050786291115
adopt,1.0,0.31731050786291115
detract,1.0,0.31731050786291115
detours,1.0,0.31731050786291115
diameter,1.0,0.31731050786291115
diapers,1.0,0.31731050786291115
admit,1.0,0.31731050786291115
diappointed,1.0,0.31731050786291115
dictated,1.0,0.31731050786291115
diego,1.0,0.31731050786291115
diet,1.0,0.31731050786291115
dietary,1.0,0.31731050786291115
differed,1.0,0.31731050786291115
differently,1.0,0.31731050786291115
adjusted,1.0,0.31731050786291115
difficulties,1.0,0.31731050786291115
difficulty,1.0,0.31731050786291115
diffrerent,1.0,0.31731050786291115
digital,1.0,0.31731050786291115
dilemma,1.0,0.31731050786291115
adjoined,1.0,0.31731050786291115
adopted,1.0,0.31731050786291115
deterred,1.0,0.31731050786291115
determining,1.0,0.31731050786291115
advances,1.0,0.31731050786291115
deodorant,1.0,0.31731050786291115
departments,1.0,0.31731050786291115
depict,1.0,0.31731050786291115
depicted,1.0,0.31731050786291115
depleted,1.0,0.31731050786291115
deployed,1.0,0.31731050786291115
deposit,1.0,0.31731050786291115
depressing,1.0,0.31731050786291115
dept,1.0,0.31731050786291115
descent,1.0,0.31731050786291115
descript,1.0,0.31731050786291115
description,1.0,0.31731050786291115
descriptions,1.0,0.31731050786291115
deserved,1.0,0.31731050786291115
desh,1.0,0.31731050786291115
deteriorates,1.0,0.31731050786291115
advanced,1.0,0.31731050786291115
designated,1.0,0.31731050786291115
designs,1.0,0.31731050786291115
desirable,1.0,0.31731050786291115
deskperson,1.0,0.31731050786291115
desks,1.0,0.31731050786291115
desperately,1.0,0.31731050786291115
ads,1.0,0.31731050786291115
dessert,1.0,0.31731050786291115
desserts,1.0,0.31731050786291115
destination,1.0,0.31731050786291115
destinations,1.0,0.31731050786291115
detected,1.0,0.31731050786291115
detectors,1.0,0.31731050786291115
diminished,1.0,0.31731050786291115
dimming,1.0,0.31731050786291115
festival,1.0,0.31731050786291115
disinterested,1.0,0.31731050786291115
disputing,1.0,0.31731050786291115
displays,1.0,0.31731050786291115
displayed,1.0,0.31731050786291115
disorganized,1.0,0.31731050786291115
dismayed,1.0,0.31731050786291115
dislike,1.0,0.31731050786291115
disingenuous,1.0,0.31731050786291115
din,1.0,0.31731050786291115
disinfect,1.0,0.31731050786291115
dishonest,1.0,0.31731050786291115
disheveled,1.0,0.31731050786291115
address,1.0,0.31731050786291115
addressed,1.0,0.31731050786291115
disgruntled,1.0,0.31731050786291115
disrupt,1.0,0.31731050786291115
disruptive,1.0,0.31731050786291115
dissappointed,1.0,0.31731050786291115
dissatisfation,1.0,0.31731050786291115
disspointed,1.0,0.31731050786291115
distances,1.0,0.31731050786291115
distasteful,1.0,0.31731050786291115
distinct,1.0,0.31731050786291115
distinctive,1.0,0.31731050786291115
distinctly,1.0,0.31731050786291115
distinguish,1.0,0.31731050786291115
distraction,1.0,0.31731050786291115
distraught,1.0,0.31731050786291115
distubing,1.0,0.31731050786291115
disturbingly,1.0,0.31731050786291115
ditch,1.0,0.31731050786291115
ditto,1.0,0.31731050786291115
disenchanted,1.0,0.31731050786291115
adds,1.0,0.31731050786291115
discussion,1.0,0.31731050786291115
disapointment,1.0,0.31731050786291115
dined,1.0,0.31731050786291115
diner,1.0,0.31731050786291115
adjective,1.0,0.31731050786291115
dinged,1.0,0.31731050786291115
dip,1.0,0.31731050786291115
dipped,1.0,0.31731050786291115
dips,1.0,0.31731050786291115
director,1.0,0.31731050786291115
directory,1.0,0.31731050786291115
dirtyy,1.0,0.31731050786291115
disabled,1.0,0.31731050786291115
disagreeable,1.0,0.31731050786291115
adhesive,1.0,0.31731050786291115
adhering,1.0,0.31731050786291115
disappear,1.0,0.31731050786291115
discovering,1.0,0.31731050786291115
disappionted,1.0,0.31731050786291115
disappoint,1.0,0.31731050786291115
disappointments,1.0,0.31731050786291115
disappoitment,1.0,0.31731050786291115
disbelief,1.0,0.31731050786291115
disclose,1.0,0.31731050786291115
adequately,1.0,0.31731050786291115
disconnect,1.0,0.31731050786291115
disconnected,1.0,0.31731050786291115
adequate,1.0,0.31731050786291115
discounts,1.0,0.31731050786291115
discourage,1.0,0.31731050786291115
discouraged,1.0,0.31731050786291115
discover,1.0,0.31731050786291115
deny,1.0,0.31731050786291115
dented,1.0,0.31731050786291115
demonstrated,1.0,0.31731050786291115
cried,1.0,0.31731050786291115
crowed,1.0,0.31731050786291115
crowd,1.0,0.31731050786291115
crossed,1.0,0.31731050786291115
critters,1.0,0.31731050786291115
critical,1.0,0.31731050786291115
cripped,1.0,0.31731050786291115
crib,1.0,0.31731050786291115
demise,1.0,0.31731050786291115
crepes,1.0,0.31731050786291115
creepy,1.0,0.31731050786291115
creatively,1.0,0.31731050786291115
creative,1.0,0.31731050786291115
creating,1.0,0.31731050786291115
created,1.0,0.31731050786291115
crown,1.0,0.31731050786291115
crt,1.0,0.31731050786291115
crudely,1.0,0.31731050786291115
crumble,1.0,0.31731050786291115
crumbled,1.0,0.31731050786291115
african,1.0,0.31731050786291115
cubby,1.0,0.31731050786291115
cubs,1.0,0.31731050786291115
cuddle,1.0,0.31731050786291115
cue,1.0,0.31731050786291115
curb,1.0,0.31731050786291115
curbside,1.0,0.31731050786291115
curled,1.0,0.31731050786291115
curling,1.0,0.31731050786291115
cursing,1.0,0.31731050786291115
curtly,1.0,0.31731050786291115
cushy,1.0,0.31731050786291115
create,1.0,0.31731050786291115
creams,1.0,0.31731050786291115
afterward,1.0,0.31731050786291115
court,1.0,0.31731050786291115
correction,1.0,0.31731050786291115
ages,1.0,0.31731050786291115
corridors,1.0,0.31731050786291115
agency,1.0,0.31731050786291115
cosmetic,1.0,0.31731050786291115
aged,1.0,0.31731050786291115
cotton,1.0,0.31731050786291115
couches,1.0,0.31731050786291115
couldin,1.0,0.31731050786291115
counters,1.0,0.31731050786291115
country,1.0,0.31731050786291115
couples,1.0,0.31731050786291115
coupon,1.0,0.31731050786291115
coupons,1.0,0.31731050786291115
courteously,1.0,0.31731050786291115
craw,1.0,0.31731050786291115
courtesy,1.0,0.31731050786291115
courtney,1.0,0.31731050786291115
cousin,1.0,0.31731050786291115
coverlet,1.0,0.31731050786291115
cow,1.0,0.31731050786291115
coz,1.0,0.31731050786291115
afterwards,1.0,0.31731050786291115
cpap,1.0,0.31731050786291115
cracked,1.0,0.31731050786291115
cram,1.0,0.31731050786291115
cranked,1.0,0.31731050786291115
craptastic,1.0,0.31731050786291115
crash,1.0,0.31731050786291115
crashed,1.0,0.31731050786291115
cusine,1.0,0.31731050786291115
affordability,1.0,0.31731050786291115
cute,1.0,0.31731050786291115
deficiency,1.0,0.31731050786291115
decidedly,1.0,0.31731050786291115
decked,1.0,0.31731050786291115
decker,1.0,0.31731050786291115
decline,1.0,0.31731050786291115
deco,1.0,0.31731050786291115
decoration,1.0,0.31731050786291115
adventure,1.0,0.31731050786291115
decorative,1.0,0.31731050786291115
decrease,1.0,0.31731050786291115
deep,1.0,0.31731050786291115
defeat,1.0,0.31731050786291115
defective,1.0,0.31731050786291115
defiant,1.0,0.31731050786291115
defiantly,1.0,0.31731050786291115
deficient,1.0,0.31731050786291115
decently,1.0,0.31731050786291115
definately,1.0,0.31731050786291115
definition,1.0,0.31731050786291115
degenerate,1.0,0.31731050786291115
delaware,1.0,0.31731050786291115
delegate,1.0,0.31731050786291115
delicious,1.0,0.31731050786291115
delighted,1.0,0.31731050786291115
delightful,1.0,0.31731050786291115
delivering,1.0,0.31731050786291115
delivery,1.0,0.31731050786291115
delivey,1.0,0.31731050786291115
demanding,1.0,0.31731050786291115
adventist,1.0,0.31731050786291115
demi,1.0,0.31731050786291115
advertisements,1.0,0.31731050786291115
decadent,1.0,0.31731050786291115
cutter,1.0,0.31731050786291115
darker,1.0,0.31731050786291115
cutting,1.0,0.31731050786291115
cyber,1.0,0.31731050786291115
cycle,1.0,0.31731050786291115
cynical,1.0,0.31731050786291115
dad,1.0,0.31731050786291115
affnia,1.0,0.31731050786291115
damages,1.0,0.31731050786291115
affects,1.0,0.31731050786291115
dancer,1.0,0.31731050786291115
dander,1.0,0.31731050786291115
affected,1.0,0.31731050786291115
dandy,1.0,0.31731050786291115
aesthetic,1.0,0.31731050786291115
dare,1.0,0.31731050786291115
dashed,1.0,0.31731050786291115
debris,1.0,0.31731050786291115
database,1.0,0.31731050786291115
dave,1.0,0.31731050786291115
david,1.0,0.31731050786291115
dawn,1.0,0.31731050786291115
aerobic,1.0,0.31731050786291115
advising,1.0,0.31731050786291115
deactivated,1.0,0.31731050786291115
dealers,1.0,0.31731050786291115
dealing,1.0,0.31731050786291115
dealt,1.0,0.31731050786291115
advice,1.0,0.31731050786291115
dean,1.0,0.31731050786291115
death,1.0,0.31731050786291115
debacle,1.0,0.31731050786291115
dive,1.0,0.31731050786291115
diverting,1.0,0.31731050786291115
adding,1.0,0.31731050786291115
everybody,1.0,0.31731050786291115
accomodated,1.0,0.31731050786291115
exact,1.0,0.31731050786291115
ex,1.0,0.31731050786291115
ewww,1.0,0.31731050786291115
evidently,1.0,0.31731050786291115
everytime,1.0,0.31731050786291115
eveing,1.0,0.31731050786291115
endured,1.0,0.31731050786291115
eve,1.0,0.31731050786291115
europe,1.0,0.31731050786291115
ethic,1.0,0.31731050786291115
ethernet,1.0,0.31731050786291115
estate,1.0,0.31731050786291115
established,1.0,0.31731050786291115
exceed,1.0,0.31731050786291115
exceedingly,1.0,0.31731050786291115
excelent,1.0,0.31731050786291115
excellence,1.0,0.31731050786291115
excellently,1.0,0.31731050786291115
exceptional,1.0,0.31731050786291115
excercise,1.0,0.31731050786291115
excessive,1.0,0.31731050786291115
excessively,1.0,0.31731050786291115
excitement,1.0,0.31731050786291115
exciting,1.0,0.31731050786291115
exclaimed,1.0,0.31731050786291115
accomodate,1.0,0.31731050786291115
excluded,1.0,0.31731050786291115
excrement,1.0,0.31731050786291115
excursion,1.0,0.31731050786291115
excuses,1.0,0.31731050786291115
essentially,1.0,0.31731050786291115
essential,1.0,0.31731050786291115
espn,1.0,0.31731050786291115
entertainment,1.0,0.31731050786291115
enemies,1.0,0.31731050786291115
energetic,1.0,0.31731050786291115
engineering,1.0,0.31731050786291115
engineers,1.0,0.31731050786291115
england,1.0,0.31731050786291115
englander,1.0,0.31731050786291115
engulfed,1.0,0.31731050786291115
enjoyed,1.0,0.31731050786291115
accompanied,1.0,0.31731050786291115
enlighten,1.0,0.31731050786291115
enlist,1.0,0.31731050786291115
ensconced,1.0,0.31731050786291115
ensuing,1.0,0.31731050786291115
entertaining,1.0,0.31731050786291115
accomondations,1.0,0.31731050786291115
espcially,1.0,0.31731050786291115
entirety,1.0,0.31731050786291115
entrees,1.0,0.31731050786291115
entry,1.0,0.31731050786291115
accomodatingly,1.0,0.31731050786291115
environmental,1.0,0.31731050786291115
episode,1.0,0.31731050786291115
equal,1.0,0.31731050786291115
equipped,1.0,0.31731050786291115
equivalent,1.0,0.31731050786291115
era,1.0,0.31731050786291115
eradicated,1.0,0.31731050786291115
escape,1.0,0.31731050786291115
escaped,1.0,0.31731050786291115
escorting,1.0,0.31731050786291115
executed,1.0,0.31731050786291115
exemplary,1.0,0.31731050786291115
existing,1.0,0.31731050786291115
fattening,1.0,0.31731050786291115
absolutly,1.0,0.31731050786291115
failure,1.0,0.31731050786291115
absolute,1.0,0.31731050786291115
faked,1.0,0.31731050786291115
familiar,1.0,0.31731050786291115
fancier,1.0,0.31731050786291115
fans,1.0,0.31731050786291115
fantasy,1.0,0.31731050786291115
farther,1.0,0.31731050786291115
abrupt,1.0,0.31731050786291115
farthest,1.0,0.31731050786291115
fascinating,1.0,0.31731050786291115
abound,1.0,0.31731050786291115
fashioned,1.0,0.31731050786291115
faucets,1.0,0.31731050786291115
fail,1.0,0.31731050786291115
faulty,1.0,0.31731050786291115
fawlty,1.0,0.31731050786291115
fax,1.0,0.31731050786291115
aback,1.0,0.31731050786291115
fccla,1.0,0.31731050786291115
aaahed,1.0,0.31731050786291115
aaa,1.0,0.31731050786291115
febreeze,1.0,0.31731050786291115
february,1.0,0.31731050786291115
fed,1.0,0.31731050786291115
feed,1.0,0.31731050786291115
feedback,1.0,0.31731050786291115
900,1.0,0.31731050786291115
fend,1.0,0.31731050786291115
absurd,1.0,0.31731050786291115
factor,1.0,0.31731050786291115
accommodated,1.0,0.31731050786291115
exposed,1.0,0.31731050786291115
exiting,1.0,0.31731050786291115
exorbitant,1.0,0.31731050786291115
expansive,1.0,0.31731050786291115
expects,1.0,0.31731050786291115
accomedations,1.0,0.31731050786291115
expense,1.0,0.31731050786291115
experieince,1.0,0.31731050786291115
experienc,1.0,0.31731050786291115
expiration,1.0,0.31731050786291115
expiring,1.0,0.31731050786291115
accomadations,1.0,0.31731050786291115
explanation,1.0,0.31731050786291115
explore,1.0,0.31731050786291115
exploring,1.0,0.31731050786291115
exquisite,1.0,0.31731050786291115
abundant,1.0,0.31731050786291115
extend,1.0,0.31731050786291115
extent,1.0,0.31731050786291115
exteremely,1.0,0.31731050786291115
extortion,1.0,0.31731050786291115
extravagant,1.0,0.31731050786291115
extremly,1.0,0.31731050786291115
exudes,1.0,0.31731050786291115
faboulous,1.0,0.31731050786291115
fabulously,1.0,0.31731050786291115
abysmally,1.0,0.31731050786291115
abutting,1.0,0.31731050786291115
facebook,1.0,0.31731050786291115
facelift,1.0,0.31731050786291115
facto,1.0,0.31731050786291115
enduring,1.0,0.31731050786291115
endure,1.0,0.31731050786291115
dizzy,1.0,0.31731050786291115
dribble,1.0,0.31731050786291115
driver,1.0,0.31731050786291115
drips,1.0,0.31731050786291115
dripping,1.0,0.31731050786291115
acommodations,1.0,0.31731050786291115
acquaintances,1.0,0.31731050786291115
acquainted,1.0,0.31731050786291115
drenched,1.0,0.31731050786291115
ends,1.0,0.31731050786291115
dreamy,1.0,0.31731050786291115
dreams,1.0,0.31731050786291115
dreadfully,1.0,0.31731050786291115
dreadful,1.0,0.31731050786291115
action,1.0,0.31731050786291115
drawbacks,1.0,0.31731050786291115
driving,1.0,0.31731050786291115
droped,1.0,0.31731050786291115
acknowledging,1.0,0.31731050786291115
drove,1.0,0.31731050786291115
drug,1.0,0.31731050786291115
drunk,1.0,0.31731050786291115
drunken,1.0,0.31731050786291115
aches,1.0,0.31731050786291115
drywall,1.0,0.31731050786291115
dual,1.0,0.31731050786291115
dubbed,1.0,0.31731050786291115
dublin,1.0,0.31731050786291115
dude,1.0,0.31731050786291115
duh,1.0,0.31731050786291115
duing,1.0,0.31731050786291115
dull,1.0,0.31731050786291115
dumb,1.0,0.31731050786291115
drawback,1.0,0.31731050786291115
draw,1.0,0.31731050786291115
actions,1.0,0.31731050786291115
doubled,1.0,0.31731050786291115
dnd,1.0,0.31731050786291115
doc,1.0,0.31731050786291115
docking,1.0,0.31731050786291115
docks,1.0,0.31731050786291115
document,1.0,0.31731050786291115
doesnt,1.0,0.31731050786291115
adamant,1.0,0.31731050786291115
dong,1.0,0.31731050786291115
donut,1.0,0.31731050786291115
donuts,1.0,0.31731050786291115
doorknocker,1.0,0.31731050786291115
doorways,1.0,0.31731050786291115
dosen,1.0,0.31731050786291115
dots,1.0,0.31731050786291115
doubles,1.0,0.31731050786291115
activated,1.0,0.31731050786291115
doubletree,1.0,0.31731050786291115
downgrades,1.0,0.31731050786291115
download,1.0,0.31731050786291115
downpour,1.0,0.31731050786291115
downright,1.0,0.31731050786291115
downs,1.0,0.31731050786291115
downside,1.0,0.31731050786291115
downward,1.0,0.31731050786291115
dozen,1.0,0.31731050786291115
dr,1.0,0.31731050786291115
drafty,1.0,0.31731050786291115
drag,1.0,0.31731050786291115
dragging,1.0,0.31731050786291115
drake,1.0,0.31731050786291115
dumbbells,1.0,0.31731050786291115
dummy,1.0,0.31731050786291115
durability,1.0,0.31731050786291115
emergencies,1.0,0.31731050786291115
eleven,1.0,0.31731050786291115
elite,1.0,0.31731050786291115
accountant,1.0,0.31731050786291115
em,1.0,0.31731050786291115
emanate,1.0,0.31731050786291115
emanating,1.0,0.31731050786291115
embarassment,1.0,0.31731050786291115
embarrasing,1.0,0.31731050786291115
embarrassed,1.0,0.31731050786291115
accountable,1.0,0.31731050786291115
embassy,1.0,0.31731050786291115
accosted,1.0,0.31731050786291115
emblem,1.0,0.31731050786291115
emerge,1.0,0.31731050786291115
accost,1.0,0.31731050786291115
accounting,1.0,0.31731050786291115
eminities,1.0,0.31731050786291115
emitting,1.0,0.31731050786291115
accordingly,1.0,0.31731050786291115
emotionally,1.0,0.31731050786291115
empathy,1.0,0.31731050786291115
accord,1.0,0.31731050786291115
employer,1.0,0.31731050786291115
employers,1.0,0.31731050786291115
emptying,1.0,0.31731050786291115
emulate,1.0,0.31731050786291115
accomplishment,1.0,0.31731050786291115
encourage,1.0,0.31731050786291115
encouraged,1.0,0.31731050786291115
endlessly,1.0,0.31731050786291115
elevated,1.0,0.31731050786291115
elegantly,1.0,0.31731050786291115
duration,1.0,0.31731050786291115
eats,1.0,0.31731050786291115
dusted,1.0,0.31731050786291115
duties,1.0,0.31731050786291115
dysfunctional,1.0,0.31731050786291115
eagerly,1.0,0.31731050786291115
accused,1.0,0.31731050786291115
earn,1.0,0.31731050786291115
earned,1.0,0.31731050786291115
earning,1.0,0.31731050786291115
earplugs,1.0,0.31731050786291115
ears,1.0,0.31731050786291115
earthworm,1.0,0.31731050786291115
easier,1.0,0.31731050786291115
easiest,1.0,0.31731050786291115
easygoing,1.0,0.31731050786291115
eb,1.0,0.31731050786291115
accoutrements,1.0,0.31731050786291115
echo,1.0,0.31731050786291115
eclectic,1.0,0.31731050786291115
economy,1.0,0.31731050786291115
edible,1.0,0.31731050786291115
edit,1.0,0.31731050786291115
effect,1.0,0.31731050786291115
efficient,1.0,0.31731050786291115
accurately,1.0,0.31731050786291115
eh,1.0,0.31731050786291115
eight,1.0,0.31731050786291115
el,1.0,0.31731050786291115
elderly,1.0,0.31731050786291115
elect,1.0,0.31731050786291115
electrocuted,1.0,0.31731050786291115
corral,1.0,0.31731050786291115
corporations,1.0,0.31731050786291115
corporation,1.0,0.31731050786291115
blah,1.0,0.31731050786291115
blazing,1.0,0.31731050786291115
blatantly,1.0,0.31731050786291115
blasts,1.0,0.31731050786291115
blasted,1.0,0.31731050786291115
blase,1.0,0.31731050786291115
blaming,1.0,0.31731050786291115
bizarre,1.0,0.31731050786291115
befitting,1.0,0.31731050786291115
bits,1.0,0.31731050786291115
bite,1.0,0.31731050786291115
answering,1.0,0.31731050786291115
bisquit,1.0,0.31731050786291115
bisque,1.0,0.31731050786291115
bin,1.0,0.31731050786291115
blck,1.0,0.31731050786291115
bleak,1.0,0.31731050786291115
bleeding,1.0,0.31731050786291115
blemishes,1.0,0.31731050786291115
answer,1.0,0.31731050786291115
blindfolded,1.0,0.31731050786291115
blinds,1.0,0.31731050786291115
blocked,1.0,0.31731050786291115
blonde,1.0,0.31731050786291115
blouse,1.0,0.31731050786291115
blower,1.0,0.31731050786291115
anothers,1.0,0.31731050786291115
blown,1.0,0.31731050786291115
blowout,1.0,0.31731050786291115
blt,1.0,0.31731050786291115
blu,1.0,0.31731050786291115
blue,1.0,0.31731050786291115
bills,1.0,0.31731050786291115
billing,1.0,0.31731050786291115
bikes,1.0,0.31731050786291115
ben,1.0,0.31731050786291115
beg,1.0,0.31731050786291115
beggars,1.0,0.31731050786291115
begging,1.0,0.31731050786291115
begining,1.0,0.31731050786291115
behavior,1.0,0.31731050786291115
behind,1.0,0.31731050786291115
behold,1.0,0.31731050786291115
beholder,1.0,0.31731050786291115
belief,1.0,0.31731050786291115
believing,1.0,0.31731050786291115
belligerent,1.0,0.31731050786291115
belong,1.0,0.31731050786291115
belonged,1.0,0.31731050786291115
belvedere,1.0,0.31731050786291115
anyhow,1.0,0.31731050786291115
bigger,1.0,0.31731050786291115
bend,1.0,0.31731050786291115
beneath,1.0,0.31731050786291115
benefit,1.0,0.31731050786291115
benig,1.0,0.31731050786291115
benjamins,1.0,0.31731050786291115
anybody,1.0,0.31731050786291115
beside,1.0,0.31731050786291115
besides,1.0,0.31731050786291115
bet,1.0,0.31731050786291115
beverage,1.0,0.31731050786291115
anxious,1.0,0.31731050786291115
antiquated,1.0,0.31731050786291115
bible,1.0,0.31731050786291115
bidding,1.0,0.31731050786291115
blunder,1.0,0.31731050786291115
blunt,1.0,0.31731050786291115
boarded,1.0,0.31731050786291115
broom,1.0,0.31731050786291115
breaker,1.0,0.31731050786291115
breaking,1.0,0.31731050786291115
breaks,1.0,0.31731050786291115
breasts,1.0,0.31731050786291115
ands,1.0,0.31731050786291115
bridge,1.0,0.31731050786291115
briefly,1.0,0.31731050786291115
brighten,1.0,0.31731050786291115
android,1.0,0.31731050786291115
brightness,1.0,0.31731050786291115
brim,1.0,0.31731050786291115
brings,1.0,0.31731050786291115
broadside,1.0,0.31731050786291115
andrew,1.0,0.31731050786291115
brownies,1.0,0.31731050786291115
brass,1.0,0.31731050786291115
andi,1.0,0.31731050786291115
browse,1.0,0.31731050786291115
brunch,1.0,0.31731050786291115
bubbles,1.0,0.31731050786291115
budapest,1.0,0.31731050786291115
ancient,1.0,0.31731050786291115
buffet,1.0,0.31731050786291115
build,1.0,0.31731050786291115
built,1.0,0.31731050786291115
bulldozers,1.0,0.31731050786291115
bummed,1.0,0.31731050786291115
bummer,1.0,0.31731050786291115
bump,1.0,0.31731050786291115
bumped,1.0,0.31731050786291115
breakable,1.0,0.31731050786291115
brags,1.0,0.31731050786291115
boarding,1.0,0.31731050786291115
boomer,1.0,0.31731050786291115
annual,1.0,0.31731050786291115
boardrooms,1.0,0.31731050786291115
boards,1.0,0.31731050786291115
boast,1.0,0.31731050786291115
boasted,1.0,0.31731050786291115
bob,1.0,0.31731050786291115
bogus,1.0,0.31731050786291115
announcer,1.0,0.31731050786291115
boiling,1.0,0.31731050786291115
boils,1.0,0.31731050786291115
bonus,1.0,0.31731050786291115
booklet,1.0,0.31731050786291115
boombox,1.0,0.31731050786291115
announced,1.0,0.31731050786291115
boots,1.0,0.31731050786291115
brag,1.0,0.31731050786291115
bordering,1.0,0.31731050786291115
annexed,1.0,0.31731050786291115
borders,1.0,0.31731050786291115
animals,1.0,0.31731050786291115
borrow,1.0,0.31731050786291115
borrowed,1.0,0.31731050786291115
angrily,1.0,0.31731050786291115
bothers,1.0,0.31731050786291115
bothersome,1.0,0.31731050786291115
bought,1.0,0.31731050786291115
angonizingly,1.0,0.31731050786291115
bowed,1.0,0.31731050786291115
boxes,1.0,0.31731050786291115
angels,1.0,0.31731050786291115
beforehand,1.0,0.31731050786291115
beef,1.0,0.31731050786291115
bunk,1.0,0.31731050786291115
assures,1.0,0.31731050786291115
atention,1.0,0.31731050786291115
appearance,1.0,0.31731050786291115
asylum,1.0,0.31731050786291115
appearances,1.0,0.31731050786291115
astonishment,1.0,0.31731050786291115
assurred,1.0,0.31731050786291115
assure,1.0,0.31731050786291115
bedspread,1.0,0.31731050786291115
appease,1.0,0.31731050786291115
appetizers,1.0,0.31731050786291115
associations,1.0,0.31731050786291115
associaties,1.0,0.31731050786291115
applications,1.0,0.31731050786291115
associated,1.0,0.31731050786291115
athletic,1.0,0.31731050786291115
atleast,1.0,0.31731050786291115
atm,1.0,0.31731050786291115
appeals,1.0,0.31731050786291115
attempting,1.0,0.31731050786291115
attendants,1.0,0.31731050786291115
attendent,1.0,0.31731050786291115
attitudes,1.0,0.31731050786291115
attracted,1.0,0.31731050786291115
appalling,1.0,0.31731050786291115
attractiion,1.0,0.31731050786291115
attributed,1.0,0.31731050786291115
au,1.0,0.31731050786291115
audacity,1.0,0.31731050786291115
audio,1.0,0.31731050786291115
aunt,1.0,0.31731050786291115
app,1.0,0.31731050786291115
assisted,1.0,0.31731050786291115
assist,1.0,0.31731050786291115
assignment,1.0,0.31731050786291115
artificial,1.0,0.31731050786291115
arguments,1.0,0.31731050786291115
arise,1.0,0.31731050786291115
armoire,1.0,0.31731050786291115
arms,1.0,0.31731050786291115
army,1.0,0.31731050786291115
aren,1.0,0.31731050786291115
aready,1.0,0.31731050786291115
arraingments,1.0,0.31731050786291115
architecture,1.0,0.31731050786291115
arrested,1.0,0.31731050786291115
arrives,1.0,0.31731050786291115
architect,1.0,0.31731050786291115
article,1.0,0.31731050786291115
aquarium,1.0,0.31731050786291115
artistic,1.0,0.31731050786291115
assign,1.0,0.31731050786291115
appropriate,1.0,0.31731050786291115
ash,1.0,0.31731050786291115
asha,1.0,0.31731050786291115
ashamed,1.0,0.31731050786291115
ashes,1.0,0.31731050786291115
ashtrays,1.0,0.31731050786291115
askew,1.0,0.31731050786291115
aspect,1.0,0.31731050786291115
aspects,1.0,0.31731050786291115
appreciative,1.0,0.31731050786291115
aspired,1.0,0.31731050786291115
appreciated,1.0,0.31731050786291115
assiged,1.0,0.31731050786291115
applies,1.0,0.31731050786291115
aunts,1.0,0.31731050786291115
auspicious,1.0,0.31731050786291115
australian,1.0,0.31731050786291115
bathing,1.0,0.31731050786291115
bangkok,1.0,0.31731050786291115
bank,1.0,0.31731050786291115
banker,1.0,0.31731050786291115
